VRM,MAKE,MODEL,AGE_GROUP,BODY_TYPE,FUEL_TYPE,TRANSMISSION_TYPE,COLOUR,PRICE,MILEAGE,RETAIL_DESIRABILITY_SCORE,PASSENGERS
UGZ3084,CITROEN,C3,3-4 years old,hatchback,PETROL,manual,WHITE,10600,21120,0.5404020589,5
KP20JVL,KIA,NIRO,5-6 years old,suv,PETROLELECTRICHYBRID,automatic,BLUE,16650,21224,0.7738137936,8
BG21CUX,FORD,KUGA,3-4 years old,suv,DIESEL,manual,BLUE,16150,15068,0.6948635009,8
LO70NCV,MERCEDES-BENZ,C-CLASS,3-4 years old,estate,DIESELPLUGINELECTRICHYBRID,semiAutomatic,SILVER,17400,45969,0.7755301237,7
SH21XXB,FORD,ECOSPORT,3-4 years old,suv,PETROL,manual,BLUE,11400,32000,0.5574629815,8
RF21YJO,VOLKSWAGEN,T-ROC,3-4 years old,suv,PETROL,semiAutomatic,SILVER,20800,35682,0.7672516598,8
KT68MKM,MERCEDES-BENZ,A-CLASS,5-6 years old,hatchback,PETROL,semiAutomatic,BLACK,16450,52381,0.5949631221,5
HK22GPU,VOLKSWAGEN,TIGUAN,3-4 years old,suv,PETROL,manual,GREY,18900,27523,0.7147608182,8
EY21MUV,MG,MG3,3-4 years old,hatchback,PETROL,manual,YELLOW,9800,17464,0.7982490024,5
CA72AWH,CITROEN,C3 AIRCROSS,0-2 years old,suv,PETROL,manual,WHITE,13800,17838,0.6760938951,8
DY21FWO,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,RED,11950,24147,0.7160218683,5
GU69VJO,SMART,FORTWO COUPE,5-6 years old,coupe,ELECTRIC,automatic,WHITE,7350,38537,0.4691643201,4
LR21XFH,MERCEDES-BENZ,CLA,3-4 years old,coupe,PETROL,semiAutomatic,WHITE,23050,48425,0.940422595,4
VE71GHA,VOLKSWAGEN,GOLF,3-4 years old,hatchback,PETROL,manual,GREY,16880,42880,0.7915427755,5
FT68AZZ,MERCEDES-BENZ,GLC,5-6 years old,suv,PETROL,semiAutomatic,GREY,21050,61321,0.7168286744,8
YK17GFB,SEAT,LEON,7-8 years old,hatchback,PETROL,manual,GREY,9050,52891,0.8052248936,5
LD20UAP,MINI,HATCHBACK,5-6 years old,hatchback,PETROL,semiAutomatic,BLUE,15000,47292,0.8393760892,5
MA21FWP,CITROEN,C3,3-4 years old,hatchback,PETROL,manual,RED,10750,19297,0.6590438491,5
WF22JHX,FORD,ECOSPORT,3-4 years old,suv,PETROL,manual,WHITE,13350,15543,0.5868002265,8
KY19YMK,VAUXHALL,MOKKA X,5-6 years old,suv,PETROL,manual,SILVER,10250,40358,0.7158333313,8
HW22JUV,HYUNDAI,KONA,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,BLACK,17490,30000,0.5904022029,8
RE20XZB,MERCEDES-BENZ,GLC COUPE,3-4 years old,suv,DIESEL,semiAutomatic,BLACK,26900,52510,0.5425696903,8
AK22TRZ,PEUGEOT,2008,3-4 years old,suv,PETROL,manual,BLACK,15100,17970,0.6407047777,8
WM19VCE,SEAT,IBIZA,5-6 years old,hatchback,PETROL,semiAutomatic,ORANGE,12250,44899,0.5682215233,5
YS70LWO,FORD,FIESTA,3-4 years old,hatchback,PETROL,manual,SILVER,12100,27528,0.6445669954,5
SD69BYF,VAUXHALL,CORSA,5-6 years old,hatchback,PETROL,manual,BLUE,9000,34059,0.7606693874,5
SA21HBH,BMW,1 SERIES,3-4 years old,hatchback,PETROL,semiAutomatic,BLUE,20900,30915,0.787349322,5
WN72VXV,RENAULT,ARKANA,0-2 years old,suv,PETROL,semiAutomatic,BLACK,18060,18296,0.494019793,8
KP23CNO,VOLKSWAGEN,POLO,0-2 years old,hatchback,PETROL,manual,SILVER,14920,39595,0.480142211,5
PJ67WGK,FORD,FIESTA,7-8 years old,hatchback,PETROL,manual,GREY,9000,39451,0.5885436695,5
GU69FTE,CITROEN,C1,5-6 years old,hatchback,PETROL,manual,GREY,9450,15254,0.4646741613,5
HX71UTS,MERCEDES-BENZ,GLA,3-4 years old,suv,DIESEL,semiAutomatic,BLACK,26310,22943,0.5322218926,8
PE22WUR,BMW,3 SERIES,3-4 years old,estate,PETROLPLUGINELECTRICHYBRID,semiAutomatic,BLUE,19500,75077,0.8631232066,7
WN70XNS,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,RED,9750,22347,0.7692563879,5
SJ19DKR,DACIA,DUSTER,5-6 years old,suv,DIESEL,manual,SILVER,9200,41413,0.5262314071,8
EK69LXG,FORD,FIESTA,5-6 years old,hatchback,PETROL,manual,GREY,7570,69036,0.7235787515,5
LG22PKZ,VOLVO,XC40,3-4 years old,suv,PETROLPLUGINELECTRICHYBRID,semiAutomatic,SILVER,19250,65778,0.8498033846,8
DA71WCT,VAUXHALL,CROSSLAND,3-4 years old,suv,PETROL,manual,BLUE,12260,25530,0.4420586415,8
VN70LLW,VOLKSWAGEN,T-ROC,3-4 years old,suv,PETROL,semiAutomatic,BLUE,18450,57091,0.7672516598,8
NJ17XUN,VOLKSWAGEN,GOLF,7-8 years old,hatchback,PETROL,manual,WHITE,11400,48931,0.5473977107,5
SM21PPZ,NISSAN,JUKE,3-4 years old,suv,PETROL,manual,GREY,14100,22545,0.5991086774,8
BV22ZWZ,SKODA,KAMIQ,3-4 years old,suv,PETROL,manual,BLUE,12310,20676,0.849756255,8
YS70KTL,AUDI,A3,3-4 years old,hatchback,PETROL,manual,GREY,14820,73342,0.7634919688,5
MK68OWE,PEUGEOT,2008,5-6 years old,suv,PETROL,manual,RED,7950,51362,0.77557618,8
FL22TVE,KIA,SPORTAGE,3-4 years old,suv,PETROL,automatic,RED,23100,28376,0.6634179819,8
GF21WGD,AUDI,A3,3-4 years old,hatchback,PETROL,semiAutomatic,BLUE,17350,69843,0.7321525072,5
WHZ3653,JAGUAR,XE,5-6 years old,saloon,DIESEL,automatic,RED,13050,52176,0.5497156538,5
HY70EWP,AUDI,A1,3-4 years old,hatchback,PETROL,manual,GREY,14750,43358,0.6386039068,5
LL22RXJ,AUDI,Q3,3-4 years old,suv,PETROL,manual,GREY,21400,19621,0.795270973,8
BD18ZZT,VOLKSWAGEN,GOLF,7-8 years old,hatchback,PETROL,semiAutomatic,GREY,17200,31166,0.5307561874,5
LM22DPF,MERCEDES-BENZ,A-CLASS,3-4 years old,hatchback,PETROL,semiAutomatic,BLUE,20890,19692,0.7140729351,5
LD21OOC,CITROEN,C3,3-4 years old,hatchback,PETROL,manual,WHITE,9000,52047,0.5404020589,5
DG70DZF,SEAT,ARONA,3-4 years old,suv,PETROL,manual,GREY,12350,29322,0.8268445213,8
DF70HZJ,SEAT,CUPRA ATECA,3-4 years old,suv,PETROL,semiAutomatic,RED,23600,29480,0.694228121,8
PX68ULT,KIA,SPORTAGE,5-6 years old,suv,DIESEL,automatic,RED,16000,59069,0.6052553298,8
MF20KKN,MINI,HATCHBACK,5-6 years old,hatchback,PETROL,semiAutomatic,GREY,16600,26878,0.5568990489,5
SG19VEL,VAUXHALL,MOKKA X,5-6 years old,suv,PETROL,manual,BLUE,9450,40588,0.7248686313,8
WV22XPL,MERCEDES-BENZ,A-CLASS,3-4 years old,saloon,PETROLPLUGINELECTRICHYBRID,semiAutomatic,GREY,16900,72950,0.2946876115,5
JR20AJR,LAND ROVER,RANGE ROVER EVOQUE,3-4 years old,suv,DIESEL,automatic,GREY,17400,51027,0.8286299263,8
HT73MTZ,MINI,HATCHBACK,0-2 years old,hatchback,ELECTRIC,automatic,SILVER,18400,6362,0.9269801223,5
DY69PYW,RENAULT,KADJAR,5-6 years old,suv,PETROL,manual,RED,11350,54577,0.6632452438,8
SK22VHC,KIA,XCEED,3-4 years old,hatchback,PETROL,manual,WHITE,11850,51508,0.8152067414,5
YM21LXF,AUDI,A3,3-4 years old,hatchback,PETROL,semiAutomatic,BLUE,20180,37656,0.7321525072,5
GJ71NVY,SEAT,IBIZA,3-4 years old,hatchback,PETROL,manual,BLUE,12900,38600,0.6890600777,5
CF22BHJ,DS,DS 3 CROSSBACK,3-4 years old,suv,DIESEL,manual,BLACK,13350,36417,0.7177903863,8
CV69HLM,HYUNDAI,TUCSON,5-6 years old,suv,PETROL,manual,BLUE,13350,33476,0.7231668933,8
FP68FAO,SEAT,LEON,5-6 years old,hatchback,PETROL,semiAutomatic,GREY,13650,42681,0.7631098964,5
DE21JUT,VOLKSWAGEN,T-ROC,3-4 years old,suv,PETROL,semiAutomatic,GREY,18900,36385,0.8008007235,8
YF22YXB,NISSAN,QASHQAI,3-4 years old,suv,PETROL,semiAutomatic,BLACK,17300,31109,0.7510294679,8
WG22AUJ,BMW,I3,3-4 years old,hatchback,ELECTRIC,automatic,BLUE,12300,57409,0.5560967655,5
KX20MGV,MINI,HATCHBACK,5-6 years old,hatchback,PETROL,semiAutomatic,RED,14450,22435,0.5795184043,5
EK21HKM,VOLKSWAGEN,TIGUAN,3-4 years old,suv,PETROL,manual,GREY,17810,20799,0.4129728557,8
KM70LCN,FORD,KUGA,3-4 years old,suv,DIESEL,manual,BLACK,15150,43772,0.3430045219,8
CN20ULM,FORD,PUMA,5-6 years old,suv,PETROL,manual,BLUE,15200,28925,0.2613159591,8
RE21WHT,VOLKSWAGEN,PASSAT,3-4 years old,estate,DIESEL,manual,GREY,13650,77672,0.8561034276,7
LM20WHP,BMW,X1,5-6 years old,suv,PETROL,semiAutomatic,BLUE,21400,28382,0.9156522029,8
WP73VTT,VOLKSWAGEN,T-ROC,0-2 years old,suv,PETROL,manual,BLUE,20000,7787,0.6500909557,8
CA22OVX,FORD,ECOSPORT,3-4 years old,suv,PETROL,manual,BLUE,12700,15374,0.6459626073,8
WA71ONM,MERCEDES-BENZ,CLS,3-4 years old,coupe,DIESEL,semiAutomatic,WHITE,26850,44428,0.3458686682,4
DA21WPF,SEAT,ATECA,3-4 years old,suv,PETROL,semiAutomatic,SILVER,16600,28143,0.7158785502,8
SA72KZV,VAUXHALL,CORSA,0-2 years old,hatchback,PETROL,manual,GREY,9600,45540,0.7528453117,5
RF21BHA,AUDI,A4 AVANT,3-4 years old,estate,PETROL,manual,BLACK,19550,58593,0.6364157858,7
HY73TPU,SKODA,KAMIQ,0-2 years old,suv,PETROL,semiAutomatic,BLACK,20650,9497,0.4386327952,8
OG61LLG,HONDA,JAZZ,3-4 years old,hatchback,PETROLELECTRICHYBRID,automatic,BLACK,17650,17918,0.4798260182,5
FE20LNP,TOYOTA,AYGO,5-6 years old,hatchback,PETROL,manual,RED,9650,24553,0.6334621188,5
YC71FZL,VOLVO,XC40,3-4 years old,suv,PETROL,manual,BLACK,18400,47408,0.9063092306,8
SM68YYF,VOLVO,XC60,5-6 years old,suv,PETROL,semiAutomatic,RED,22800,43773,0.7276913029,8
YP22NKX,KIA,PROCEED,3-4 years old,estate,PETROL,manual,BLUE,15480,34965,0.8284705971,7
SH22FSL,VOLVO,XC40,3-4 years old,suv,PETROL,semiAutomatic,BLACK,25900,27464,0.7489633359,8
WN70BFY,MERCEDES-BENZ,A-CLASS,3-4 years old,saloon,PETROLPLUGINELECTRICHYBRID,semiAutomatic,BLACK,18900,13745,0.8810789313,5
VN20KHG,VAUXHALL,CORSA-E,5-6 years old,hatchback,ELECTRIC,automatic,GREY,10000,27147,0.6633615316,5
DE19YCO,VOLKSWAGEN,GOLF,5-6 years old,estate,PETROL,semiAutomatic,BLACK,20900,54237,0.757803496,7
CX23XDL,SKODA,OCTAVIA,0-2 years old,estate,DIESEL,semiAutomatic,SILVER,21540,12438,0.6642198854,7
YS22LWY,FORD,MUSTANG MACH-E,3-4 years old,suv,ELECTRIC,automatic,RED,27900,13543,0.5818660357,8
SG19RHN,VAUXHALL,GRANDLAND X,5-6 years old,suv,DIESEL,manual,BLUE,9400,61527,0.6106414342,8
HJ70LAO,SKODA,KODIAQ,3-4 years old,suv,PETROL,automatic,GREY,20400,48809,0.9465426557,8
YS70LSY,FORD,FIESTA,3-4 years old,hatchback,PETROL,manual,WHITE,11850,34360,0.5933390919,5
ND22VLO,MINI,HATCHBACK,3-4 years old,hatchback,ELECTRIC,automatic,SILVER,12550,13352,0.9581766853,5
WM72EJO,TOYOTA,COROLLA TOURING SPORT,0-2 years old,estate,PETROLELECTRICHYBRID,automatic,BLACK,19900,24219,0.8388151748,7
LS72GGF,NISSAN,JUKE,0-2 years old,suv,PETROL,manual,RED,14200,21169,0.6673581562,8
W4PFC,MINI,HATCHBACK,5-6 years old,hatchback,PETROL,semiAutomatic,BLUE,17900,16375,0.6314325363,5
EK22UBJ,KIA,NIRO,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,WHITE,15800,30927,0.8348416719,8
LC70VYZ,MG,MG3,3-4 years old,hatchback,PETROL,manual,WHITE,9550,21402,0.7982490024,5
EY18YUB,VAUXHALL,CORSA,7-8 years old,hatchback,PETROL,manual,GREY,9900,27038,0.3839706281,5
VK69YNU,FORD,S-MAX,5-6 years old,mpv,PETROL,manual,BLUE,19350,28433,0.5761232346,8
LJ24XXW,FORD,PUMA,0-2 years old,suv,PETROL,semiAutomatic,GREY,19250,22721,0.5714079223,8
FY72VCT,NISSAN,LEAF,0-2 years old,hatchback,ELECTRIC,automatic,GREY,11650,6000,0.4327252831,5
LP69DPZ,VOLKSWAGEN,TIGUAN,5-6 years old,suv,DIESEL,semiAutomatic,WHITE,20650,59180,0.8005109836,8
ML70BFO,BMW,1 SERIES,3-4 years old,hatchback,PETROL,manual,BLACK,12800,78962,0.9472810692,5
YG21WPE,LAND ROVER,DISCOVERY SPORT,3-4 years old,suv,DIESEL,automatic,BLUE,23280,54885,0.6360768835,8
DS67NCC,NISSAN,QASHQAI,7-8 years old,suv,DIESEL,automatic,BLACK,12300,44071,0.3569914507,8
BK70YFZ,VAUXHALL,ASTRA,3-4 years old,hatchback,PETROL,manual,BLACK,11550,25551,0.606853689,5
ND68LXH,BMW,X1,5-6 years old,suv,PETROL,semiAutomatic,WHITE,15000,52193,0.5977376253,8
YR22MSV,AUDI,E-TRON,3-4 years old,suv,ELECTRIC,automatic,GREY,23400,15448,0.8110123992,8
BJ22JZD,AUDI,A3,3-4 years old,hatchback,PETROL,semiAutomatic,BLACK,22100,33023,0.7321525072,5
LM22DJF,MERCEDES-BENZ,A-CLASS,3-4 years old,hatchback,PETROL,semiAutomatic,BLUE,20580,23091,0.7140729351,5
LS72XSY,PEUGEOT,3008,0-2 years old,suv,PETROL,semiAutomatic,GREY,18590,13371,0.396967067,8
WP21KGZ,BMW,3 SERIES,3-4 years old,saloon,PETROLPLUGINELECTRICHYBRID,semiAutomatic,GREY,18500,58046,0.8617465987,5
LP18NXK,TOYOTA,C-HR,7-8 years old,suv,PETROL,manual,GREY,14850,22325,0.5188020245,8
PK18WRT,SUZUKI,IGNIS,7-8 years old,suv,PETROL,manual,ORANGE,8700,37575,0.7025731597,8
BN70ZFS,HYUNDAI,IONIQ,3-4 years old,hatchback,ELECTRIC,automatic,GREY,11400,23682,0.5568975715,5
MW22VNU,NISSAN,QASHQAI,3-4 years old,suv,PETROL,manual,BLACK,16900,32719,0.5936675252,8
YL19TUJ,KIA,PICANTO,5-6 years old,hatchback,PETROL,manual,WHITE,7750,26790,0.6131985929,5
NG23TKD,VAUXHALL,GRANDLAND,0-2 years old,suv,PETROL,manual,RED,19600,6992,0.5208078061,8
BG71KXW,SEAT,LEON,3-4 years old,hatchback,PETROLPLUGINELECTRICHYBRID,semiAutomatic,WHITE,15400,28382,0.8209255814,5
CN18ZGH,CITROEN,C1,7-8 years old,hatchback,PETROL,manual,WHITE,6450,37967,0.2695266153,5
RV69XOA,FIAT,TIPO,5-6 years old,hatchback,PETROL,manual,WHITE,8100,29663,0.7015502925,5
BL70TCK,FORD,FOCUS,3-4 years old,hatchback,PETROL,manual,WHITE,10800,55501,0.7981126547,5
LE21GVU,VOLKSWAGEN,GOLF,3-4 years old,hatchback,PETROL,semiAutomatic,GREY,18900,7236,0.6376512429,5
MK22LUO,HYUNDAI,IONIQ,3-4 years old,hatchback,ELECTRIC,automatic,WHITE,12400,8696,0.6446326375,5
CA69HWG,VOLKSWAGEN,TIGUAN,5-6 years old,suv,PETROL,manual,WHITE,14650,57057,0.7473064952,8
FG21VGA,BMW,Z4,3-4 years old,convertible,PETROL,semiAutomatic,BLACK,22400,65760,0.730151631,4
MT17TSX,HYUNDAI,TUCSON,7-8 years old,suv,DIESEL,manual,BRONZE,11450,49381,0.5272058163,8
HJ22VFW,FORD,PUMA,3-4 years old,suv,PETROL,manual,BLUE,13660,58747,0.7128731303,8
ME21DFO,PEUGEOT,3008,3-4 years old,suv,PETROL,semiAutomatic,GREY,16800,45385,0.5785007542,8
ML73UNJ,MAZDA,MAZDA2,0-2 years old,hatchback,PETROL,manual,WHITE,12350,32554,0.4726354206,5
HV68NJU,PEUGEOT,108,5-6 years old,hatchback,PETROL,manual,BLUE,7900,11128,0.5864724967,5
SK71ACV,RENAULT,CLIO,3-4 years old,hatchback,PETROLELECTRICHYBRID,automatic,WHITE,12740,52064,0.7902282391,5
CA22FSK,AUDI,A3,3-4 years old,hatchback,PETROLPLUGINELECTRICHYBRID,semiAutomatic,BLACK,14900,77065,0.7859101408,5
RS64RLS,VOLKSWAGEN,POLO,0-2 years old,hatchback,PETROL,manual,WHITE,17250,22803,0.6503199879,5
VO69LMM,CITROEN,C1,5-6 years old,hatchback,PETROL,manual,BLACK,7800,21596,0.6660617281,5
WV22GCY,HYUNDAI,BAYON,3-4 years old,suv,PETROL,manual,SILVER,13200,32884,0.4212516506,8
EK71OAU,BMW,1 SERIES,3-4 years old,hatchback,PETROL,manual,GREY,17600,54236,0.7112376541,5
NU68XVE,TOYOTA,AYGO,5-6 years old,hatchback,PETROL,manual,PURPLE,10600,2961,0.5912468671,5
SB19OEG,KIA,PICANTO,5-6 years old,hatchback,PETROL,manual,WHITE,8300,15389,0.7156880317,5
AO67ZCK,KIA,PICANTO,7-8 years old,hatchback,PETROL,manual,BLACK,7800,44930,0.6118070059,5
DV23WVJ,NISSAN,JUKE,0-2 years old,suv,PETROL,manual,SILVER,13060,39041,0.6673581562,8
VU21TOJ,VOLKSWAGEN,PASSAT,3-4 years old,estate,PETROLPLUGINELECTRICHYBRID,semiAutomatic,GREY,16900,47285,0.9241313152,7
VA68HSF,AUDI,A1,5-6 years old,hatchback,PETROL,manual,BLACK,13850,40504,0.6386039068,5
YL68JKU,MINI,HATCHBACK,5-6 years old,hatchback,PETROL,semiAutomatic,SILVER,15900,31039,0.6436395648,5
YS23XEW,CUPRA,LEON,0-2 years old,estate,PETROLPLUGINELECTRICHYBRID,semiAutomatic,GREY,17900,69604,0.3274357167,7
FP21JXK,FORD,FOCUS,3-4 years old,estate,DIESEL,manual,GREY,11800,67915,0.7264127941,7
CK18OLC,FORD,KUGA,7-8 years old,suv,PETROL,automatic,BLACK,9700,70762,0.5057662546,8
RY23KNP,FORD,FIESTA,0-2 years old,hatchback,PETROL,manual,RED,18550,22981,0.7452628734,5
EA69OCE,FORD,FIESTA,5-6 years old,hatchback,PETROL,manual,WHITE,10200,30950,0.5885436695,5
BG22GOP,FORD,ECOSPORT,3-4 years old,suv,PETROL,manual,WHITE,12200,43354,0.5343984288,8
FD22SJU,KIA,SPORTAGE,3-4 years old,suv,PETROL,manual,RED,23350,11609,0.6897363487,8
DY70MYG,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,GREY,9540,47152,0.525761707,5
YR22ZZS,AUDI,Q3,3-4 years old,suv,PETROL,semiAutomatic,BLUE,24800,35263,0.3266287705,8
PX68UHY,HYUNDAI,TUCSON,5-6 years old,suv,PETROL,manual,SILVER,12550,36213,0.5712612265,8
YE22GYC,AUDI,A3,3-4 years old,hatchback,DIESEL,semiAutomatic,WHITE,21390,44574,0.7381419222,5
VA71JVN,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,GREY,9950,35135,0.8135150837,5
YS70LSX,FORD,FIESTA,3-4 years old,hatchback,PETROL,manual,BLUE,13100,14901,0.5933390919,5
YP22XBM,VOLVO,C40,3-4 years old,suv,ELECTRIC,automatic,BLUE,26900,20697,0.4199865265,8
CF21RXK,NISSAN,MICRA,3-4 years old,hatchback,PETROL,automatic,RED,12900,19986,0.4151555622,5
SG68YJY,SEAT,LEON,5-6 years old,hatchback,PETROL,manual,BLUE,10200,72220,0.7822030059,5
WH21FHP,PEUGEOT,3008,3-4 years old,suv,DIESEL,manual,RED,12900,73587,0.6928803204,8
GU18NDD,MERCEDES-BENZ,GLA,7-8 years old,suv,DIESEL,semiAutomatic,GREY,18200,36780,0.89256995,8
DY22VNB,HYUNDAI,TUCSON,3-4 years old,suv,PETROL,semiAutomatic,BLACK,22950,19889,0.6650397692,8
MK22AXR,AUDI,Q2,3-4 years old,suv,PETROL,semiAutomatic,BLACK,18700,62360,0.5770986399,8
VK22LXB,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,GREY,11000,15720,0.8135150837,5
YK68CTE,MINI,HATCHBACK,5-6 years old,hatchback,PETROL,manual,BLUE,9000,78357,0.3894288417,5
CE68UFH,RENAULT,CAPTUR,5-6 years old,suv,PETROL,manual,RED,8250,47200,0.4312015197,8
HK69ZTM,MINI,HATCHBACK,5-6 years old,hatchback,PETROL,semiAutomatic,GREY,13550,28051,0.661864089,5
MW71EZS,TOYOTA,RAV4,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,BLUE,23900,34776,0.8627539202,8
RF69ELW,VOLKSWAGEN,GOLF,5-6 years old,hatchback,DIESEL,semiAutomatic,RED,16500,32343,0.7553821602,5
A19UPP,MAZDA,MX-5,3-4 years old,convertible,PETROL,manual,BLUE,21200,10246,0.3891559972,4
BP18NBG,KIA,SPORTAGE,7-8 years old,suv,DIESEL,manual,GREY,11650,45970,0.6935954723,8
VA19HFR,VAUXHALL,MOKKA X,5-6 years old,suv,PETROL,manual,ORANGE,9800,38293,0.614980334,8
KS21BVW,VAUXHALL,INSIGNIA GRAND SPORT,3-4 years old,hatchback,DIESEL,manual,WHITE,9350,77946,0.7982391553,5
VE21FWG,VOLKSWAGEN,T-ROC,3-4 years old,suv,PETROL,manual,GREY,15600,29984,0.8468896794,8
DF70OGN,VOLVO,XC60,3-4 years old,suv,PETROL,semiAutomatic,GOLD,26500,18990,0.8445190649,8
YD68VWS,BMW,4 SERIES GRAN COUPE,5-6 years old,hatchback,PETROL,semiAutomatic,GREY,18300,33663,0.5646107718,5
EO71KJJ,BMW,I3,3-4 years old,hatchback,ELECTRIC,automatic,BLUE,13650,22714,0.6994076176,5
PY22CWM,HYUNDAI,KONA,3-4 years old,suv,PETROL,manual,BLUE,15200,20453,0.5253258003,8
NG23FUM,DACIA,SANDERO STEPWAY,0-2 years old,hatchback,PETROL,manual,BLUE,11500,21137,0.489454117,5
GU22YHG,BMW,1 SERIES,3-4 years old,hatchback,PETROL,semiAutomatic,BLACK,21850,25392,0.8090128825,5
SA71BOV,KIA,RIO,3-4 years old,hatchback,PETROL,manual,BLACK,10900,22824,0.7260136993,5
DU22YXA,VOLVO,XC60,3-4 years old,suv,PETROL,semiAutomatic,BLACK,24130,52084,0.6697004235,8
LE71NSF,BMW,5 SERIES,3-4 years old,saloon,DIESEL,semiAutomatic,BLACK,24550,49157,0.8221677605,5
GD71ADO,PEUGEOT,3008,3-4 years old,suv,PETROL,semiAutomatic,BLUE,17720,34114,0.5785007542,8
RK21UXF,TOYOTA,AYGO,3-4 years old,hatchback,PETROL,manual,RED,8750,35794,0.7913055387,5
SA68CUV,KIA,PICANTO,5-6 years old,hatchback,PETROL,manual,BLACK,8950,14844,0.7156880317,5
EO70KVL,TOYOTA,C-HR,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,BLUE,18390,14356,0.6514316148,8
SY73VLM,RENAULT,CAPTUR,0-2 years old,suv,PETROLELECTRICHYBRID,automatic,RED,16890,21293,0.6142143569,8
YR18RHF,VAUXHALL,CORSA,7-8 years old,hatchback,PETROL,manual,RED,7900,22660,0.8133797227,5
LM15AJM,MINI,HATCHBACK,5-6 years old,hatchback,PETROL,manual,GREY,10880,45615,0.7450078719,5
YC19XVA,MAZDA,CX-3,5-6 years old,suv,PETROL,automatic,BLUE,16250,17708,0.6441832429,8
MF19YJW,TOYOTA,AYGO,5-6 years old,hatchback,PETROL,manual,BLACK,10200,17357,0.6266606252,5
DN72JTY,VAUXHALL,MOKKA,0-2 years old,suv,PETROL,manual,GREY,14750,28486,0.4881942021,8
MT70FZO,SKODA,KAROQ,3-4 years old,suv,PETROL,manual,SILVER,14300,40258,0.7046899802,8
ND18OMY,LAND ROVER,RANGE ROVER SPORT,7-8 years old,suv,DIESEL,semiAutomatic,GREY,25550,57636,0.6579317828,8
DT19AUX,NISSAN,QASHQAI,5-6 years old,suv,PETROL,manual,BLUE,14500,37217,0.6320420013,8
PN21SYE,VOLKSWAGEN,ID.3,3-4 years old,hatchback,ELECTRIC,automatic,GREY,12500,53961,0.5280923075,5
MD22BXA,VOLKSWAGEN,ID.3,3-4 years old,hatchback,ELECTRIC,automatic,WHITE,16150,17578,0.8075787482,5
HT21FZP,FORD,FOCUS,3-4 years old,estate,PETROL,manual,WHITE,12050,73963,0.3100947206,7
KN19KSL,MERCEDES-BENZ,A-CLASS,5-6 years old,hatchback,PETROL,manual,WHITE,12700,62737,0.796525978,5
YX22JPU,VOLVO,XC40,3-4 years old,suv,PETROLPLUGINELECTRICHYBRID,semiAutomatic,BLACK,21340,49329,0.8771427518,8
BX71FMV,BMW,5 SERIES,3-4 years old,saloon,DIESEL,semiAutomatic,BLACK,24700,64068,0.5560726309,5
YP70LLN,FORD,FOCUS,3-4 years old,hatchback,PETROL,manual,BLUE,12070,27420,0.7981126547,5
WN22YDV,AUDI,A3,3-4 years old,saloon,PETROL,semiAutomatic,WHITE,22820,16875,0.6329781123,5
WJ71CFU,KIA,E-NIRO,3-4 years old,suv,ELECTRIC,automatic,GREY,15250,44151,0.7100866966,8
FG69EEU,VOLKSWAGEN,GOLF,5-6 years old,hatchback,PETROL,manual,GREY,14900,34775,0.2282119648,5
YR22VVX,AUDI,A3,3-4 years old,hatchback,PETROL,manual,YELLOW,18500,34885,0.7634919688,5
LJ23ZUB,KIA,NIRO EV,0-2 years old,suv,ELECTRIC,automatic,BLACK,17900,38935,0.532947987,8
VK21SOH,VOLKSWAGEN,T-ROC,3-4 years old,suv,PETROL,semiAutomatic,GREY,17630,46168,0.8008007235,8
FY22XMF,NISSAN,QASHQAI,3-4 years old,suv,PETROL,semiAutomatic,BLACK,20890,19047,0.531700793,8
RK20WUX,VOLKSWAGEN,UP!,5-6 years old,hatchback,PETROL,manual,WHITE,10900,40487,0.6746910106,5
VK20UYR,VAUXHALL,CORSA,5-6 years old,hatchback,PETROL,manual,RED,11700,21038,0.7226290511,5
LX66YHU,FIAT,500,7-8 years old,hatchback,PETROL,manual,GREEN,7250,38014,0.7296316775,5
VX22LUO,VOLVO,XC40,3-4 years old,suv,PETROLPLUGINELECTRICHYBRID,semiAutomatic,BLACK,23600,28995,0.904800509,8
YA69OBL,MINI,HATCHBACK,5-6 years old,hatchback,PETROL,semiAutomatic,ORANGE,16000,31785,0.8393760892,5
WD19MHA,FORD,FIESTA,5-6 years old,hatchback,PETROL,manual,RED,8350,35339,0.7436463026,5
BG21PFN,PEUGEOT,E-2008,3-4 years old,suv,ELECTRIC,automatic,RED,12750,32462,0.6639227039,8
FD21LCW,BMW,2 SERIES,3-4 years old,coupe,PETROL,semiAutomatic,GREY,17250,32118,0.7876565793,4
WN21EHJ,BMW,3 SERIES,3-4 years old,saloon,PETROLPLUGINELECTRICHYBRID,semiAutomatic,BLACK,15300,68949,0.9591916977,5
