VRM,MAKE,MODEL,AGE_GROUP,BODY_TYPE,FUEL_TYPE,TRANSMISSION_TYPE,COLOUR,PRICE,MILEAGE,RETAIL_DESIRABILITY_SCORE,PASSENGERS
DE22ULZ,VOLKSWAGEN,TIGUAN,3-4 years old,suv,PETROL,manual,WHITE,16950,52074,0.7147608182,8
EX18UPR,FORD,FIESTA,7-8 years old,hatchback,PETROL,manual,RED,8950,36647,0.7436463026,5
FG21GLZ,TOYOTA,YARIS,3-4 years old,hatchback,PETROLELECTRICHYBRID,automatic,BLACK,15800,20868,0.3916795619,5
FP19AGU,DACIA,SANDERO STEPWAY,5-6 years old,hatchback,PETROL,manual,GREY,9000,24198,0.864167887,5
HK19SUF,RENAULT,CAPTUR,5-6 years old,suv,DIESEL,manual,BLACK,8150,60528,0.6582711636,8
SA69NLF,KIA,PROCEED,5-6 years old,estate,PETROL,manual,BLUE,13750,37158,0.5124742936,7
WR72TCV,DACIA,SANDERO,0-2 years old,hatchback,PETROL,manual,WHITE,10300,17381,0.6781155582,5
OV70OTP,JAGUAR,F-PACE,3-4 years old,suv,PETROL,automatic,WHITE,24100,42357,0.5274891741,8
FP21XMT,BMW,5 SERIES,3-4 years old,saloon,PETROLPLUGINELECTRICHYBRID,semiAutomatic,SILVER,20900,54448,0.4386300635,5
LF67KBE,HONDA,JAZZ,7-8 years old,hatchback,PETROL,automatic,GREY,11500,34919,0.349845268,5
DF70AXA,SEAT,ATECA,3-4 years old,suv,PETROL,semiAutomatic,GREY,17150,16444,0.7158785502,8
R55GAE,MAZDA,MX-5,3-4 years old,convertible,PETROL,manual,GREY,19900,3858,0.6131363159,4
EF68NSN,VOLKSWAGEN,TIGUAN ALLSPACE,5-6 years old,suv,DIESEL,semiAutomatic,BLACK,18350,61534,0.7115770228,8
EN21AFX,HYUNDAI,KONA,3-4 years old,suv,PETROL,manual,BLUE,13890,20347,0.5799235268,8
OY70SPX,MINI,HATCHBACK,3-4 years old,hatchback,PETROL,semiAutomatic,RED,15340,27090,0.4321867776,5
CY23KWR,SKODA,KAROQ,0-2 years old,suv,PETROL,automatic,ORANGE,22350,20454,0.4860250403,8
VK21WZM,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,BLACK,10870,10241,0.7692563879,5
ST67ECE,VOLKSWAGEN,POLO,7-8 years old,hatchback,PETROL,manual,WHITE,10400,44123,0.6456789296,5
ST68TXJ,VOLKSWAGEN,POLO,5-6 years old,hatchback,PETROL,manual,SILVER,11500,43291,0.6287252314,5
WP22KXF,DACIA,SANDERO STEPWAY,3-4 years old,hatchback,PETROL,manual,WHITE,11180,24671,0.5911685495,5
ST22OPR,HYUNDAI,TUCSON,3-4 years old,suv,PETROL,manual,GREY,16200,48528,0.6768552323,8
RE21WGG,VOLKSWAGEN,T-ROC,3-4 years old,suv,PETROL,semiAutomatic,BLUE,20900,36016,0.7672516598,8
DE18YOW,VAUXHALL,CORSA,7-8 years old,hatchback,PETROL,manual,WHITE,8650,13839,0.570774412,5
BJ72MYB,VAUXHALL,CORSA-E,0-2 years old,hatchback,ELECTRIC,automatic,RED,11950,14323,0.44862074,5
MF19MVD,VAUXHALL,MOKKA X,5-6 years old,suv,PETROL,manual,ORANGE,9300,36338,0.7248686313,8
MJ69WFM,RENAULT,CAPTUR,5-6 years old,suv,PETROL,manual,GREY,9250,39025,0.6774033854,8
FD72XMM,NISSAN,LEAF,0-2 years old,hatchback,ELECTRIC,automatic,BLUE,10680,21561,0.4327252831,5
DL23FRZ,VAUXHALL,CORSA,0-2 years old,hatchback,PETROL,manual,WHITE,13260,12379,0.3043713147,5
LG67YMJ,SUZUKI,IGNIS,7-8 years old,suv,PETROL,manual,BLUE,8300,34138,0.7025731597,8
HJ21KZG,LAND ROVER,RANGE ROVER VELAR,3-4 years old,suv,PETROL,automatic,BRONZE,30400,43351,0.5300138524,8
WV22CMY,DS,DS 3 CROSSBACK,3-4 years old,suv,ELECTRIC,automatic,WHITE,11950,18034,0.9669128132,8
HF70XBP,HYUNDAI,TUCSON,3-4 years old,suv,PETROL,manual,GREY,18190,7760,0.6313526745,8
WX70WZN,MERCEDES-BENZ,A-CLASS,3-4 years old,saloon,PETROLPLUGINELECTRICHYBRID,semiAutomatic,GREY,18400,36798,0.8051379537,5
MJ22AWH,KIA,PICANTO,3-4 years old,hatchback,PETROL,automatic,GREEN,12680,10698,0.7006097293,5
VA23HLW,FORD,KUGA,0-2 years old,suv,PETROLPLUGINELECTRICHYBRID,automatic,SILVER,18900,28758,0.6438664636,8
ST68BBX,DACIA,SANDERO STEPWAY,5-6 years old,hatchback,PETROL,manual,WHITE,7900,24743,0.6884489537,5
KX19PCR,RENAULT,CAPTUR,5-6 years old,suv,PETROL,manual,BLUE,9750,20816,0.4312015197,8
LN69VHA,LAND ROVER,RANGE ROVER EVOQUE,5-6 years old,suv,DIESEL,automatic,BROWN,15390,52799,0.898095924,8
LT70MBY,VOLKSWAGEN,POLO,3-4 years old,hatchback,PETROL,semiAutomatic,SILVER,15450,15714,0.7184112937,5
CK22AHG,HYUNDAI,IONIQ,3-4 years old,hatchback,ELECTRIC,automatic,WHITE,9750,63503,0.6446326375,5
SC18HUU,VAUXHALL,CROSSLAND X,7-8 years old,suv,PETROL,manual,BLACK,8500,30542,0.6814530841,8
DL73OFU,SEAT,ARONA,0-2 years old,suv,PETROL,manual,WHITE,14700,41808,0.6171122805,8
LJ19RWO,MAZDA,CX-3,5-6 years old,suv,PETROL,manual,BLUE,12500,20492,0.6157814911,8
YF21ZDZ,SKODA,FABIA,3-4 years old,estate,PETROL,semiAutomatic,GREY,14550,30455,0.6615158917,7
MW19BDE,VAUXHALL,GRANDLAND X,5-6 years old,suv,PETROL,manual,GREY,10150,36887,0.706794838,8
YR70NVL,VOLVO,XC40,3-4 years old,suv,PETROL,manual,BLACK,17000,69631,0.8089152507,8
WO19AXJ,FORD,KA+,5-6 years old,hatchback,PETROL,manual,SILVER,8750,33154,0.7312512865,5
FD22GYX,BMW,I3,3-4 years old,hatchback,ELECTRIC,automatic,GREY,11400,76709,0.5560967655,5
SB71OUV,VAUXHALL,MOKKA,3-4 years old,suv,PETROL,manual,WHITE,13300,45577,0.640482913,8
SK69VLT,NISSAN,QASHQAI,5-6 years old,suv,PETROL,manual,BLUE,13500,41315,0.6906523884,8
CV73YSC,SKODA,ENYAQ IV,0-2 years old,suv,ELECTRIC,automatic,BLACK,25100,13864,0.2236701595,8
BT22ENR,VAUXHALL,CROSSLAND,3-4 years old,suv,PETROL,manual,ORANGE,12790,24128,0.4764991386,8
SL68FJD,VAUXHALL,CORSA,5-6 years old,hatchback,PETROL,manual,GREY,9850,16250,0.517899198,5
VO69YEB,VAUXHALL,CORSA,5-6 years old,hatchback,PETROL,manual,SILVER,8250,32897,0.7520020781,5
DY70VLW,VAUXHALL,CROSSLAND X,3-4 years old,suv,PETROL,manual,GREY,9550,30133,0.8631519706,8
MW71XTO,LAND ROVER,RANGE ROVER EVOQUE,3-4 years old,suv,DIESEL,automatic,BLACK,29000,30153,0.5364437395,8
DS22FXD,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,WHITE,11750,33788,0.6336698448,5
DV70TGX,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,BLACK,9750,48942,0.6659106134,5
KP70WEJ,MERCEDES-BENZ,CLA,3-4 years old,coupe,DIESEL,semiAutomatic,WHITE,21500,43388,0.6362880366,4
NY19ZDW,FORD,FIESTA,5-6 years old,hatchback,PETROL,manual,RED,10500,26560,0.7001212862,5
BJ68VRC,FORD,FOCUS,5-6 years old,hatchback,PETROL,manual,GREY,10900,44167,0.7102910802,5
LC71PJJ,MERCEDES-BENZ,CLA,3-4 years old,coupe,PETROL,semiAutomatic,BLUE,23900,32092,0.940422595,4
EG19WWJ,VAUXHALL,GRANDLAND X,5-6 years old,suv,PETROL,manual,GREY,10200,52010,0.6558356575,8
ND23OKJ,AUDI,A3,0-2 years old,hatchback,PETROLPLUGINELECTRICHYBRID,semiAutomatic,WHITE,19500,34541,0.7859101408,5
HG67PDZ,LAND ROVER,RANGE ROVER VELAR,7-8 years old,suv,DIESEL,automatic,WHITE,20400,55997,0.7852084972,8
DY25SFF,BYD,SEAL U,0-2 years old,suv,PETROLPLUGINELECTRICHYBRID,automatic,GREY,29900,4701,0.4263025285,8
WR22HXJ,SKODA,OCTAVIA,3-4 years old,estate,PETROL,semiAutomatic,WHITE,13400,75172,0.6113419125,7
RJ23FDD,VOLKSWAGEN,T-ROC,0-2 years old,suv,PETROL,semiAutomatic,WHITE,25350,15757,0.4735773386,8
KM21XOX,AUDI,Q5,3-4 years old,suv,DIESEL,semiAutomatic,WHITE,26400,30133,0.6372933645,8
DE21RNF,SEAT,ATECA,3-4 years old,suv,PETROL,semiAutomatic,SILVER,15850,43856,0.7158785502,8
SM67FTK,SEAT,ARONA,7-8 years old,suv,PETROL,manual,RED,9900,42948,0.290335966,8
MD22HYV,KIA,XCEED,3-4 years old,hatchback,PETROL,manual,SILVER,15750,15680,0.7216002101,5
YR22YVU,AUDI,A3,3-4 years old,hatchback,PETROL,semiAutomatic,WHITE,24700,22260,0.5815264694,5
YC19KLT,BMW,2 SERIES ACTIVE TOURER,5-6 years old,hatchback,PETROL,semiAutomatic,WHITE,14450,32050,0.5950563606,5
KM70KWR,MERCEDES-BENZ,CLA,3-4 years old,coupe,PETROLPLUGINELECTRICHYBRID,semiAutomatic,SILVER,18900,67510,0.7538887338,4
SE19FHB,RENAULT,CAPTUR,5-6 years old,suv,PETROL,manual,BLUE,9450,29719,0.4312015197,8
VN70WXB,TOYOTA,COROLLA,3-4 years old,hatchback,PETROLELECTRICHYBRID,automatic,RED,14400,69693,0.6304901613,5
DN68KSX,FORD,KA+,5-6 years old,hatchback,PETROL,manual,BRONZE,9800,13349,0.7312512865,5
DV23VVE,NISSAN,JUKE,0-2 years old,suv,PETROL,manual,SILVER,13000,39993,0.6673581562,8
YD71NKM,TOYOTA,YARIS,3-4 years old,hatchback,PETROLELECTRICHYBRID,automatic,WHITE,13350,32846,0.6770300573,5
ND72YZG,TOYOTA,COROLLA,0-2 years old,hatchback,PETROLELECTRICHYBRID,automatic,GREY,21400,12308,0.5460639416,5
FV71KJF,TOYOTA,PRIUS,3-4 years old,hatchback,PETROLPLUGINELECTRICHYBRID,automatic,RED,15400,70325,0.8328050072,5
EA70DLU,TOYOTA,AYGO,3-4 years old,hatchback,PETROL,manual,WHITE,9550,21673,0.7913055387,5
FJ18XHO,VAUXHALL,CORSA,7-8 years old,hatchback,PETROL,manual,GREY,7430,42383,0.7520020781,5
WK18XHE,AUDI,A6 AVANT,7-8 years old,estate,DIESEL,semiAutomatic,GREY,16800,79430,0.342303515,7
DE22ETJ,VOLKSWAGEN,TIGUAN,3-4 years old,suv,DIESEL,semiAutomatic,GREY,21300,22153,0.4805046905,8
VE71ZDW,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,GREY,11350,10580,0.8135150837,5
DT19CKK,FIAT,500,5-6 years old,hatchback,PETROL,manual,GREY,8400,40986,0.7296316775,5
VA74DPV,SKODA,KAMIQ,0-2 years old,suv,PETROL,manual,WHITE,19900,606,0.585487367,8
BU19BVJ,FORD,FIESTA,5-6 years old,hatchback,PETROL,manual,SILVER,9200,33479,0.7436463026,5
SC73YYJ,RENAULT,ARKANA,0-2 years old,suv,PETROLELECTRICHYBRID,semiAutomatic,BLACK,19900,21938,0.4891542462,8
AY71FDN,MINI,HATCHBACK,3-4 years old,hatchback,ELECTRIC,automatic,BLACK,15150,25846,0.9269801223,5
ND19VVP,SEAT,ARONA,5-6 years old,suv,PETROL,manual,BLACK,10650,29177,0.7162525589,8
LY68PUH,FORD,ECOSPORT,5-6 years old,suv,PETROL,manual,GREY,10650,42975,0.5574629815,8
DU22YKM,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,BLUE,10100,45261,0.5998576568,5
LS68YTJ,MERCEDES-BENZ,B-CLASS,5-6 years old,hatchback,PETROL,manual,GREY,11650,34305,0.5756384733,5
VK21CKD,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,BLACK,10300,16097,0.7807076729,5
GV67HNO,SKODA,FABIA,7-8 years old,hatchback,PETROL,manual,SILVER,8300,49668,0.3320679515,5
DN19GWV,VAUXHALL,CROSSLAND X,5-6 years old,suv,PETROL,manual,WHITE,9500,44865,0.7750715489,8
LN21HHW,MINI,HATCHBACK,3-4 years old,hatchback,PETROL,manual,GREY,13950,18517,0.7793114888,5
WV70KHB,FORD,FIESTA,3-4 years old,hatchback,PETROL,manual,BLACK,10300,32353,0.5464902172,5
GK69YMT,SEAT,LEON,5-6 years old,estate,PETROL,manual,GREY,10900,55819,0.668631507,7
YG68CDY,VAUXHALL,CROSSLAND X,5-6 years old,suv,PETROL,manual,RED,8900,57388,0.7750715489,8
MT22FWM,FORD,ECOSPORT,3-4 years old,suv,PETROL,manual,BLUE,13500,19948,0.5868002265,8
MW67CAU,AUDI,A3,7-8 years old,saloon,PETROL,manual,RED,10900,75738,0.5162856759,5
HV22ZDW,FORD,PUMA,3-4 years old,suv,PETROL,semiAutomatic,BLACK,19100,8939,0.5835296981,8
RJ70DUY,KIA,SPORTAGE,3-4 years old,suv,DIESEL,manual,GREY,14450,43666,0.8806928511,8
SN19TZS,VOLVO,V60,5-6 years old,estate,DIESEL,manual,GREY,19900,13341,0.6111199981,7
VN68YAF,HYUNDAI,I10,5-6 years old,hatchback,PETROL,manual,WHITE,7900,34899,0.667006545,5
MT19WFC,CITROEN,C4 CACTUS,5-6 years old,suv,PETROL,manual,BLACK,8950,42350,0.9001685889,8
YG69OAX,FORD,FOCUS,5-6 years old,hatchback,PETROL,manual,SILVER,12140,25766,0.5764120142,5
LL20FLR,BMW,X1,5-6 years old,suv,PETROL,semiAutomatic,BLACK,20400,25674,0.7997110096,8
BT22XOC,SKODA,KAMIQ,3-4 years old,suv,PETROL,semiAutomatic,BLACK,18700,33154,0.8004265906,8
DN72EOV,VAUXHALL,GRANDLAND,0-2 years old,suv,PETROL,manual,GREY,12650,54173,0.4085836513,8
CT68EKE,FORD,ECOSPORT,5-6 years old,suv,PETROL,manual,WHITE,10300,27678,0.5868002265,8
CJ21GUC,BMW,3 SERIES,3-4 years old,estate,PETROLPLUGINELECTRICHYBRID,semiAutomatic,GREY,18900,68866,0.8631232066,7
CK67CUU,SEAT,ARONA,7-8 years old,suv,PETROL,semiAutomatic,RED,11900,35096,0.3465404606,8
GD69YXA,TOYOTA,AYGO,5-6 years old,hatchback,PETROL,manual,BLACK,9900,22208,0.6931629206,5
YR22PFF,AUDI,A6 AVANT,3-4 years old,estate,PETROL,semiAutomatic,BLACK,24050,36296,0.7698240821,7
LY21PPU,AUDI,Q3,3-4 years old,suv,PETROL,manual,BLACK,23670,21417,0.6855336446,8
OE19ZHA,NISSAN,QASHQAI,5-6 years old,suv,DIESEL,manual,SILVER,10900,71174,0.666016478,8
MJ22KMM,AUDI,A3,3-4 years old,saloon,PETROL,manual,BLACK,18200,30285,0.7617288806,5
FP23XFJ,AUDI,A1,0-2 years old,hatchback,PETROL,manual,WHITE,16690,9869,0.8330010305,5
EK66YME,PEUGEOT,108,7-8 years old,hatchback,PETROL,manual,BLACK,5800,50720,0.4322187794,5
YE69VWT,FORD,KA+,5-6 years old,hatchback,PETROL,manual,WHITE,7750,52702,0.7312512865,5
BX19NAA,MERCEDES-BENZ,A-CLASS,5-6 years old,hatchback,PETROL,manual,WHITE,13150,53386,0.796525978,5
LM71CHH,BMW,X1,3-4 years old,suv,PETROL,semiAutomatic,GREY,23100,20926,0.7997110096,8
YD68ACR,MINI,COUNTRYMAN,5-6 years old,suv,PETROL,manual,GREY,13700,54912,0.3286521812,8
HS21LPF,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,GREY,12200,17269,0.5003233947,5
HW66GPY,PEUGEOT,208,7-8 years old,hatchback,PETROL,manual,BLACK,6150,60253,0.2008023706,5
LM22GXO,MERCEDES-BENZ,A-CLASS,3-4 years old,hatchback,PETROL,semiAutomatic,GREY,21850,20496,0.5571865406,5
EK20KPP,VOLKSWAGEN,TIGUAN,5-6 years old,suv,DIESEL,manual,GREY,21150,66373,0.5136158393,8
DS20GHF,NISSAN,X-TRAIL,5-6 years old,suv,DIESEL,manual,BLACK,17600,37480,0.6451869826,8
RK19AYY,HONDA,CIVIC,5-6 years old,saloon,PETROL,automatic,BLUE,15900,20387,0.4846256384,5
FG22MWY,KIA,XCEED,3-4 years old,hatchback,PETROL,manual,BRONZE,13100,14423,0.8152067414,5
PJ71XYW,FORD,PUMA,3-4 years old,suv,PETROL,manual,SILVER,16200,21117,0.7128731303,8
ST68HKK,FORD,KUGA,5-6 years old,suv,DIESEL,semiAutomatic,BLUE,13850,46729,0.64647337,8
DA67ONR,RENAULT,CAPTUR,7-8 years old,suv,DIESEL,semiAutomatic,CREAM,10600,38221,0.510531041,8
MT72AWZ,PEUGEOT,308,0-2 years old,hatchback,PETROL,semiAutomatic,GREY,18740,9683,0.560316021,5
YG23VBP,TOYOTA,COROLLA TOURING SPORT,0-2 years old,estate,PETROLELECTRICHYBRID,automatic,WHITE,20650,36947,0.6412048014,7
KP71VHG,VOLVO,XC90,3-4 years old,suv,PETROLPLUGINELECTRICHYBRID,semiAutomatic,GREY,38400,10030,0.3438506445,8
LV68FSE,MINI,COUNTRYMAN,5-6 years old,suv,PETROL,manual,BLACK,11000,68362,0.5441430086,8
FG22CJX,KIA,SPORTAGE,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,RED,23890,14580,0.8344546325,8
YM67OHD,VOLKSWAGEN,GOLF,7-8 years old,hatchback,ELECTRIC,automatic,GREEN,9900,30295,0.7898608306,5
MJ72YBM,RENAULT,ARKANA,0-2 years old,suv,PETROLELECTRICHYBRID,semiAutomatic,GREY,18690,11919,0.6752335747,8
GL21WWJ,VOLKSWAGEN,PASSAT,3-4 years old,estate,PETROLPLUGINELECTRICHYBRID,semiAutomatic,GREY,17280,51957,0.7429963254,7
DE22UON,VOLKSWAGEN,ID.3,3-4 years old,hatchback,ELECTRIC,automatic,WHITE,15250,28257,0.8075787482,5
HN22XKT,FORD,ECOSPORT,3-4 years old,suv,PETROL,manual,BLACK,13600,23982,0.5574629815,8
ML21ZSR,PEUGEOT,2008,3-4 years old,suv,DIESEL,manual,BLUE,14450,23199,0.747189371,8
LL22UTZ,PEUGEOT,3008,3-4 years old,suv,PETROL,manual,GREY,18900,202,0.6688939427,8
ST67WKK,AUDI,A1,7-8 years old,hatchback,PETROL,semiAutomatic,GREY,11950,49877,0.7046361496,5
YP22LSU,VOLVO,XC40,3-4 years old,suv,ELECTRIC,automatic,BLACK,22570,34855,0.4396102944,8
PK72AVX,NISSAN,ARIYA,0-2 years old,suv,ELECTRIC,automatic,GREY,23900,37997,0.4670962254,8
DY21UDL,VAUXHALL,CROSSLAND X,3-4 years old,suv,PETROL,manual,GREY,9350,43216,0.7781361247,8
OW69ECE,LAND ROVER,DEFENDER,5-6 years old,suv,DIESEL,automatic,GREEN,44340,30980,0.2208328355,8
MD71NNL,PEUGEOT,E-2008,3-4 years old,suv,ELECTRIC,automatic,RED,14500,15379,0.7544094133,8
MV21RFE,MERCEDES-BENZ,C-CLASS,3-4 years old,estate,PETROLPLUGINELECTRICHYBRID,semiAutomatic,BLACK,17700,74622,0.806034833,7
GL22GZH,FORD,PUMA,3-4 years old,suv,PETROL,manual,WHITE,14200,23597,0.6738770985,8
EA70DZH,FORD,FIESTA,3-4 years old,hatchback,PETROL,manual,RED,12400,12321,0.6445669954,5
MJ21FGU,SKODA,KAROQ,3-4 years old,suv,PETROL,automatic,GREY,21300,29426,0.7692253029,8
WP22GWF,AUDI,S3,3-4 years old,saloon,PETROL,semiAutomatic,RED,30350,16615,0.5020213957,5
CV22YSO,KIA,SPORTAGE,3-4 years old,suv,PETROL,manual,RED,20650,27338,0.6897363487,8
YH22VFE,BMW,1 SERIES,3-4 years old,hatchback,DIESEL,semiAutomatic,BLACK,18100,37891,0.8368662878,5
LT70KXY,KIA,SPORTAGE,3-4 years old,suv,PETROL,manual,BLACK,14250,47823,0.8327527567,8
YL69UMA,LAND ROVER,DISCOVERY,5-6 years old,suv,DIESEL,automatic,BLACK,27400,79553,0.3937657939,8
SY17YBW,HYUNDAI,TUCSON,7-8 years old,suv,DIESEL,manual,WHITE,10700,52204,0.5272058163,8
BT69TZH,SEAT,ARONA,5-6 years old,suv,PETROL,manual,WHITE,10400,71303,0.3733592762,8
SF71XXK,VOLVO,XC90,3-4 years old,suv,PETROL,semiAutomatic,WHITE,36950,21462,0.6256438475,8
GF67WJC,SKODA,FABIA,7-8 years old,hatchback,PETROL,manual,GREEN,9850,41284,0.6024363878,5
DY22KRX,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,GREY,12200,22047,0.6336698448,5
YO19CNF,KIA,PICANTO,5-6 years old,hatchback,PETROL,manual,WHITE,8000,36468,0.6131985929,5
AF20BYT,MG,HS,5-6 years old,suv,PETROL,semiAutomatic,RED,14650,32754,0.6915976908,8
MJ21EHV,LAND ROVER,RANGE ROVER EVOQUE,3-4 years old,suv,PETROLPLUGINELECTRICHYBRID,automatic,GREY,19400,60029,0.8229505554,8
VA19LFR,HYUNDAI,TUCSON,5-6 years old,suv,PETROL,semiAutomatic,WHITE,18250,30561,0.56182351,8
WV69GWO,SKODA,OCTAVIA,5-6 years old,estate,DIESEL,manual,SILVER,14800,34701,0.745398023,7
WA68HJC,MAZDA,MAZDA3,5-6 years old,hatchback,PETROL,manual,WHITE,11900,38309,0.2271857666,5
HN68XZR,RENAULT,CLIO,5-6 years old,hatchback,PETROL,manual,SILVER,8000,55679,0.7030785023,5
DA21UBP,MINI,HATCHBACK,3-4 years old,hatchback,PETROL,manual,GREY,12800,46569,0.8723951158,5
AK21XJE,VOLKSWAGEN,POLO,3-4 years old,hatchback,PETROL,manual,ORANGE,14000,22503,0.8941247425,5
KT18HGP,PEUGEOT,3008,7-8 years old,suv,PETROL,manual,GREY,10250,61314,0.767804075,8
NC21CZT,VOLKSWAGEN,POLO,3-4 years old,hatchback,PETROL,manual,BLACK,14780,16183,0.7191443889,5
RV22YMZ,AUDI,Q3,3-4 years old,suv,PETROL,semiAutomatic,BLACK,25900,38360,0.5500433397,8
SA22ZJV,VOLKSWAGEN,ID.4,3-4 years old,suv,ELECTRIC,automatic,GREY,17850,21487,0.7671850243,8
KS21VBF,BMW,1 SERIES,3-4 years old,hatchback,PETROL,semiAutomatic,BLUE,17700,63865,0.7094367777,5
GV68DCU,PEUGEOT,108,5-6 years old,hatchback,PETROL,manual,RED,7400,32827,0.5488097701,5
YG21WTW,BMW,X1,3-4 years old,suv,PETROLPLUGINELECTRICHYBRID,semiAutomatic,GREY,18900,49474,0.6935453952,8
YP21SZE,FORD,FOCUS,3-4 years old,hatchback,PETROL,manual,GREY,14750,24482,0.7855474149,5
CA71EDL,CITROEN,C3,3-4 years old,hatchback,PETROL,manual,GREY,10890,16875,0.7580797784,5
BJ22PKO,VOLKSWAGEN,T-CROSS,3-4 years old,suv,PETROL,automatic,BLACK,17350,20202,0.6935979614,8
ND72FCC,VOLVO,XC40,0-2 years old,suv,PETROL,semiAutomatic,BLUE,24850,26016,0.5868893215,8
VE23LMF,VOLKSWAGEN,E-UP!,0-2 years old,hatchback,ELECTRIC,automatic,BLACK,12700,6302,0.8892334262,5
MT21LSL,PEUGEOT,E-2008,3-4 years old,suv,ELECTRIC,automatic,BLUE,10400,70285,0.7544094133,8
SO19EEM,MINI,CONVERTIBLE,5-6 years old,convertible,PETROL,manual,WHITE,15600,26241,0.4764222658,4
SB69RVX,VAUXHALL,GRANDLAND X,5-6 years old,suv,PETROL,manual,GREY,10100,60357,0.6783831364,8
CY21KZJ,FORD,KUGA,3-4 years old,suv,DIESEL,semiAutomatic,WHITE,16350,51169,0.5928771576,8
NA20OWM,VAUXHALL,CORSA,5-6 years old,hatchback,PETROL,manual,GREY,10200,33942,0.4002730536,5
VX22LMM,ALFA ROMEO,GIULIA,0-2 years old,saloon,PETROL,semiAutomatic,BLACK,22250,17134,0.6278795107,5
WR22FXT,VOLKSWAGEN,T-CROSS,3-4 years old,suv,PETROL,automatic,BLUE,17390,13712,0.6935979614,8
PF21HVL,AUDI,TT,3-4 years old,coupe,PETROL,semiAutomatic,WHITE,22950,47977,0.7477278136,4
BX19YFY,MAZDA,MX-5,5-6 years old,convertible,PETROL,manual,GREY,15540,11917,0.679233204,4
LV22MJO,FORD,KUGA,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,BLUE,19590,25720,0.6634708679,8
YL69NDN,SEAT,IBIZA,5-6 years old,hatchback,PETROL,manual,RED,11050,36563,0.773818125,5
FG71OSZ,KIA,XCEED,3-4 years old,hatchback,PETROL,manual,BRONZE,12250,33064,0.8152067414,5
MK19UMD,VAUXHALL,ADAM,5-6 years old,hatchback,PETROL,manual,BLUE,8150,33067,0.7567003225,5
AY19OPT,HONDA,CIVIC,5-6 years old,hatchback,PETROL,automatic,BLUE,13600,38267,0.7677070218,5
SE18YTA,SEAT,ARONA,7-8 years old,suv,PETROL,manual,RED,10450,40843,0.4291198908,8
KM23BNL,MERCEDES-BENZ,CLA,0-2 years old,estate,PETROL,semiAutomatic,BLACK,22780,26827,0.6818036579,7
FM68SWF,FORD,FIESTA,5-6 years old,hatchback,PETROL,manual,WHITE,10000,32995,0.5582083474,5
HS19UUX,FORD,FOCUS,5-6 years old,hatchback,PETROL,manual,SILVER,11700,30914,0.6663431568,5
YJ22RUO,BMW,2 SERIES GRAN COUPE,3-4 years old,saloon,PETROL,semiAutomatic,GREY,19750,44153,0.7521703275,5
PF19VOU,VOLKSWAGEN,T-ROC,5-6 years old,suv,DIESEL,manual,BLUE,15600,34948,0.8105718488,8
OY19KPT,PEUGEOT,308,5-6 years old,hatchback,PETROL,manual,BLUE,9100,40696,0.766864423,5
MT21YFX,AUDI,Q7,3-4 years old,suv,DIESEL,semiAutomatic,GREY,43250,24214,0.4344804318,8
WG17BCX,PEUGEOT,3008,7-8 years old,suv,DIESEL,manual,RED,10500,55085,0.6450052826,8
DN21WZM,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,WHITE,11550,25159,0.6659106134,5
CF22KSX,MG,HS,3-4 years old,suv,PETROL,manual,BLUE,14200,13580,0.6649249934,8
NA69XKN,NISSAN,QASHQAI,5-6 years old,suv,PETROL,manual,GREY,12250,42025,0.689714364,8
CA68GKN,MG,ZS,5-6 years old,suv,PETROL,manual,ORANGE,8750,80102,0.6264663247,8
YS73UCF,SEAT,IBIZA,0-2 years old,hatchback,PETROL,manual,RED,16400,15652,0.5280294384,5
YK17ZCH,AUDI,A3,7-8 years old,hatchback,PETROLPLUGINELECTRICHYBRID,semiAutomatic,SILVER,14400,13719,0.69732172,5
LA21NUB,FORD,FIESTA,3-4 years old,hatchback,PETROL,manual,BLACK,12300,33652,0.4797360635,5
VK22MYW,VOLKSWAGEN,T-CROSS,3-4 years old,suv,PETROL,manual,GREY,15600,23997,0.6782556641,8
SB18ASO,MINI,HATCHBACK,7-8 years old,hatchback,PETROL,manual,BLUE,10000,56447,0.6583321224,5
YB23VTK,NISSAN,JUKE,0-2 years old,suv,PETROL,manual,BLACK,12950,38288,0.6673581562,8
GX70SXA,MERCEDES-BENZ,GLE,3-4 years old,suv,DIESEL,semiAutomatic,BLACK,37050,54699,0.4080802436,8
MM70SSV,PEUGEOT,508,3-4 years old,hatchback,DIESEL,semiAutomatic,GREY,13700,63508,0.4649757372,5
